ID,birth,education,marital_status,income,number_of_children,days_since_last_purchase,customer_enrollment_date,customer_complaint_status,discounted_purchases,website_purchases,catalogue_purchases,store_purchases,web_visits_month,campaign1_accepted,campaign2_accepted,campaign3_accepted,campaign4_accepted,campaign5_accepted
5386,1953,Graduation,Together,94384.0,0,62,04-03-2013,0,0,5,8,5,2,1,0,0,1,1
2875,1978,Graduation,Married,67023.0,0,93,04-03-2014,1,1,3,7,13,2,0,0,0,0,0
1016,1959,PhD,Single,34554.0,1,43,30-03-2014,0,2,2,0,3,6,0,0,0,0,0
5721,1956,PhD,Married,84117.0,0,60,11-05-2014,0,1,7,10,6,2,0,0,0,0,1
6287,1986,Graduation,Together,34728.0,1,2,30-07-2013,0,1,1,1,2,6,0,0,0,0,0
7801,1959,Graduation,Together,54753.0,1,87,12-09-2013,0,3,5,2,11,4,0,0,0,0,0
9384,1978,Graduation,Married,66373.0,2,57,12-06-2013,0,11,4,2,10,3,0,0,0,0,0
4937,1973,2n Cycle,Married,46094.0,2,62,10-06-2014,0,1,1,0,3,7,0,0,0,0,0
8151,1990,Basic,Married,24279.0,0,6,29-12-2012,0,1,4,1,3,8,0,0,0,0,0
5985,1965,Master,Single,33168.0,1,0,13-10-2012,0,3,2,1,4,7,0,0,0,0,0
2564,1953,Graduation,Together,61278.0,1,87,04-01-2014,0,2,3,1,4,6,0,0,0,0,0
9246,1985,Master,Together,40101.0,1,73,14-10-2012,0,4,6,1,6,7,0,0,0,0,0
6853,1982,Master,Single,75777.0,0,12,04-07-2013,0,1,3,6,11,1,0,0,0,1,1
7290,1985,Graduation,Single,70596.0,0,68,05-10-2012,0,1,3,5,12,2,0,0,0,0,0
4964,1958,PhD,Together,74250.0,0,90,26-01-2014,0,1,2,11,4,1,0,0,0,0,0
9559,1961,PhD,Married,57072.0,1,79,24-01-2014,0,2,7,5,13,5,0,0,1,0,0
2445,1974,PhD,Together,28440.0,1,87,07-07-2013,0,1,2,0,3,8,0,0,0,0,0
7321,1962,Graduation,Together,76081.0,0,85,23-05-2014,0,1,4,5,4,2,1,0,0,0,0
7495,1948,PhD,Married,56223.0,1,72,20-12-2013,0,2,2,1,5,4,0,0,0,0,0
2928,1975,PhD,Single,52614.0,1,63,01-12-2012,0,2,2,4,8,8,0,0,0,0,0
4220,,PhD,Married,59892.0,1,26,02-11-2013,0,1,2,1,3,3,0,0,0,0,0
10430,1973,Graduation,Divorced,89694.0,2,22,09-10-2013,0,3,4,3,4,5,1,0,0,1,1
2176,1972,Graduation,Married,80134.0,1,40,20-05-2013,0,2,5,3,6,6,1,0,0,1,1
8908,1959,Graduation,Married,87195.0,0,35,08-05-2014,0,1,3,11,5,1,0,0,0,0,0
3520,1990,Master,Single,91172.0,0,94,27-03-2013,0,0,4,3,7,3,1,1,1,0,1
10144,1976,Graduation,Together,51369.0,1,84,25-10-2012,0,2,8,2,4,8,0,0,0,0,0
2661,1964,Graduation,Single,18701.0,2,95,04-06-2013,0,4,2,0,4,5,0,0,0,0,0
1150,1899,PhD,Together,83532.0,0,36,26-09-2013,0,1,4,6,4,1,0,0,0,0,1
6516,1989,Basic,Married,17487.0,1,37,18-03-2013,0,1,1,0,2,7,0,0,0,0,0
3267,1963,Master,Together,57288.0,1,27,25-06-2014,0,3,8,1,8,6,0,0,0,1,0
4324,1989,Graduation,Married,42387.0,1,42,29-10-2012,0,5,8,1,7,8,0,0,0,0,0
460,1972,PhD,Married,79930.0,0,72,08-08-2012,0,1,3,5,8,2,0,0,0,0,0
7214,1957,Graduation,Married,62187.0,0,49,05-07-2013,0,1,4,8,5,3,0,0,0,0,0
4741,1974,2n Cycle,Married,65463.0,1,17,30-01-2014,0,2,6,2,9,5,0,0,0,1,0
10164,1958,Graduation,Single,94472.0,1,75,03-04-2014,0,1,5,5,5,5,0,0,0,1,1
5453,1956,Master,Married,90226.0,0,26,26-09-2012,0,1,4,7,12,2,1,0,0,0,0
3767,1968,Graduation,Married,61314.0,1,1,25-04-2013,0,2,5,5,12,3,0,0,0,0,0
2406,1949,Graduation,Together,54591.0,1,63,05-08-2013,0,3,6,2,8,5,0,0,0,0,0
2428,1970,Graduation,Married,28164.0,1,23,04-05-2013,0,3,2,0,4,7,0,0,0,0,0
1473,1960,2n Cycle,Single,47823.0,1,0,23-07-2013,0,2,2,0,3,8,0,0,0,0,0
10299,1969,PhD,Single,48240.0,0,73,09-11-2012,0,3,6,3,13,5,0,0,0,0,0
2544,1951,Master,Divorced,57530.0,1,68,12-10-2013,0,1,1,1,4,1,0,0,0,0,0
4507,1952,Graduation,Single,72228.0,0,87,,0,1,6,7,8,3,0,0,0,0,0
736,1983,Graduation,Together,28427.0,1,67,21-03-2013,0,2,2,0,3,8,0,0,0,0,0
1461,1965,PhD,Divorced,36921.0,2,74,28-07-2013,0,2,2,0,3,7,0,0,0,0,0
1966,1965,PhD,Married,84618.0,0,96,22-11-2013,0,1,6,9,10,2,0,0,0,0,1
9477,1954,PhD,Married,65324.0,1,0,11-01-2014,0,3,6,2,9,4,0,0,0,0,0
2853,1980,Graduation,Single,51766.0,1,74,11-03-2014,0,2,4,2,4,5,0,0,0,0,0
2611,1959,Master,Together,82576.0,0,66,01-08-2012,0,1,2,4,12,1,0,0,0,0,1
10767,1989,PhD,Together,77845.0,0,40,16-05-2014,0,1,3,5,12,1,1,0,0,0,1
2549,1983,PhD,Together,21840.0,1,80,21-07-2013,0,1,1,0,3,9,0,0,0,0,0
5346,1973,2n Cycle,Married,23559.0,1,87,03-07-2013,0,3,3,0,3,7,0,0,0,0,0
3900,1972,Graduation,Married,65685.0,1,54,29-03-2014,0,1,9,2,9,5,0,0,0,0,0
8143,1985,PhD,Single,37929.0,0,49,30-07-2013,0,2,4,2,5,7,1,0,0,1,0
10882,1976,Graduation,Married,53858.0,1,50,09-11-2012,0,4,4,3,6,4,0,0,0,0,0
8091,1956,Graduation,Married,63943.0,1,50,02-09-2012,0,1,6,4,6,5,0,0,0,0,0
5093,1974,PhD,Divorced,25509.0,1,15,18-09-2012,0,3,3,0,3,9,0,0,0,0,0
10032,1976,Graduation,Divorced,12571.0,1,86,18-01-2014,0,4,3,1,3,6,0,0,0,0,0
2964,1981,Graduation,Married,26872.0,0,0,16-10-2013,0,1,1,1,2,6,0,0,0,0,0
3421,1968,Master,Divorced,63841.0,1,64,21-04-2013,0,1,9,3,9,6,0,0,0,0,0
6201,1978,Graduation,Single,38643.0,2,45,29-11-2013,1,2,2,0,3,7,0,0,0,0,0
10478,1950,PhD,Married,55517.0,2,53,27-09-2012,0,5,11,1,6,9,0,0,0,0,0
3745,1988,2n Cycle,Married,23331.0,1,92,04-09-2012,0,2,3,0,3,8,0,0,0,0,0
8977,1985,Basic,Single,16581.0,0,51,12-01-2013,0,1,0,0,3,4,0,0,0,0,0
5011,1963,Graduation,Divorced,68118.0,1,51,18-10-2013,0,2,8,9,4,6,0,0,0,0,0
500,1977,Graduation,Together,96876.0,0,79,06-08-2013,0,1,7,7,9,2,1,0,0,1,1
10448,1956,Graduation,Single,46998.0,1,55,22-10-2012,0,5,5,3,5,7,0,0,1,0,0
6320,1976,Master,Single,70893.0,0,42,06-02-2013,0,1,6,6,10,3,0,0,0,0,0
6859,1987,Graduation,Single,29236.0,1,30,08-10-2013,0,2,4,0,3,9,0,0,0,0,0
8867,1988,PhD,Married,67546.0,0,90,31-08-2012,0,1,4,10,5,3,0,0,0,0,0
7366,1982,Master,Single,75777.0,0,12,04-07-2013,0,1,3,6,11,1,0,0,0,1,1
3158,1973,Graduation,Married,32300.0,1,1,03-01-2013,0,1,1,0,3,8,0,0,0,0,0
830,1987,PhD,Single,74004.0,0,5,24-02-2014,0,1,4,6,4,3,1,0,0,0,1
10281,1970,Graduation,Divorced,64713.0,1,11,07-02-2014,0,2,5,5,7,4,0,0,0,0,0
8504,1973,Graduation,Married,79593.0,0,70,12-05-2014,0,1,5,6,7,2,0,0,0,0,1
10394,1984,Graduation,Married,90000.0,0,91,23-12-2013,0,1,4,8,5,1,1,0,1,0,1
10855,1968,Master,Single,50014.0,1,9,22-01-2014,0,2,4,1,8,5,0,0,0,0,0
9323,1949,Master,Together,49912.0,1,5,07-09-2012,0,4,10,5,7,8,0,0,1,0,0
2891,1963,Graduation,Divorced,68118.0,1,51,18-10-2013,0,2,8,9,4,6,0,0,0,0,0
4743,1969,PhD,Married,56242.0,1,72,03-03-2013,0,5,8,4,11,6,0,0,0,0,0
8595,1973,Graduation,Widow,42429.0,1,99,11-02-2014,0,2,1,1,3,5,0,0,0,0,0
6983,1950,Master,Divorced,38054.0,2,24,01-05-2014,0,2,2,0,3,7,0,0,0,0,0
6055,1979,Graduation,Married,71626.0,0,94,01-11-2012,0,1,5,5,8,3,0,0,0,1,0
9,1975,Master,Single,46098.0,2,86,18-08-2012,0,4,3,2,2,8,0,0,0,0,0
4971,1962,PhD,Together,31497.0,1,22,06-12-2012,0,2,3,1,4,8,0,0,0,0,0
1627,1957,2n Cycle,Divorced,77297.0,0,84,26-01-2013,0,1,5,7,9,4,1,0,0,0,0
5562,1974,Graduation,Married,60093.0,1,92,26-06-2013,0,2,7,2,10,6,0,0,0,0,0
3074,1984,PhD,Married,70643.0,0,66,15-10-2012,0,1,5,8,4,6,0,0,0,0,0
5524,1957,Graduation,Single,58138.0,0,58,04-09-2012,0,3,8,10,4,7,0,0,0,0,0
7532,1980,Graduation,Married,43586.0,1,26,30-08-2012,0,3,3,0,4,8,0,0,0,0,0
2931,1978,Graduation,Divorced,71847.0,0,95,21-09-2012,0,0,6,7,9,3,1,0,0,0,0
5961,1978,Graduation,Married,42693.0,1,29,07-06-2014,0,1,1,0,3,5,0,0,0,0,0
3749,1973,Graduation,Together,73926.0,0,54,02-03-2013,0,1,6,5,12,3,0,0,0,0,0
3526,1968,PhD,Married,38443.0,2,58,27-01-2014,0,2,1,0,3,7,0,0,0,0,0
2098,1969,PhD,Married,33581.0,2,38,08-01-2013,0,1,1,0,2,8,0,0,0,0,0
1010,1977,Graduation,Together,46931.0,3,94,24-04-2014,0,2,1,1,3,3,0,0,0,0,0
3523,,Graduation,Together,75072.0,1,83,23-01-2013,0,2,5,4,8,3,0,0,0,0,0
4887,1976,PhD,Divorced,55412.0,2,65,22-11-2013,0,1,2,0,3,5,0,0,0,0,0
843,1971,Graduation,Married,64722.0,1,47,26-05-2014,0,4,8,2,11,6,0,0,0,0,0
1404,1968,Graduation,Together,34916.0,2,89,15-05-2013,0,4,5,1,3,9,0,0,0,0,0
5263,,2n Cycle,Married,31056.0,1,99,22-01-2013,0,1,1,0,3,8,0,0,0,0,0
851,1972,Master,Married,57136.0,2,48,09-07-2013,0,9,5,2,10,6,0,0,0,0,0
6119,1963,PhD,Single,36736.0,2,52,10-05-2013,0,1,1,0,2,6,0,0,0,0,0
2223,1965,2n Cycle,Divorced,64176.0,1,52,03-08-2012,0,8,8,9,8,6,0,0,0,0,0
2552,1955,PhD,Single,55521.0,3,11,22-10-2013,0,9,6,3,6,7,0,0,0,1,0
10350,1950,PhD,Married,54432.0,3,37,09-05-2013,0,1,1,0,3,4,0,0,0,0,0
7187,1969,Master,Together,,2,52,18-05-2013,0,7,4,10,4,3,0,0,0,0,0
762,1981,2n Cycle,Together,75774.0,1,27,02-05-2014,0,1,7,5,8,4,0,0,0,0,0
3112,1977,Master,Married,22701.0,1,2,05-09-2013,0,1,1,0,3,5,0,0,0,0,0
3194,1974,PhD,Single,71466.0,0,86,05-04-2014,0,1,4,4,10,1,0,0,0,0,0
10562,1946,Master,Married,66835.0,0,21,28-09-2013,0,1,6,4,13,2,0,0,0,0,0
5922,1974,PhD,Married,40344.0,1,48,13-10-2013,0,2,4,1,5,7,0,0,0,0,0
9624,1958,PhD,Together,65488.0,0,46,13-06-2014,0,1,3,4,6,1,0,0,0,0,0
5538,1975,Graduation,Divorced,83829.0,0,78,08-10-2013,0,0,4,7,6,1,1,0,1,0,1
4483,1993,Graduation,Single,72354.0,0,67,17-04-2013,0,1,2,10,6,1,0,0,0,0,0
9286,1960,Master,Together,83151.0,0,93,10-10-2012,0,1,5,9,4,3,0,0,0,0,0
5299,1970,PhD,Married,69084.0,1,43,19-11-2013,0,2,7,3,13,8,0,0,0,0,0
10084,1972,Graduation,Married,24434.0,2,9,18-05-2014,0,2,2,1,2,7,0,0,0,0,0
263,1945,PhD,Single,45576.0,0,9,28-05-2014,0,1,3,1,3,8,0,0,0,0,0
8537,1949,Graduation,Widow,72643.0,0,60,27-02-2013,0,1,3,10,7,2,1,0,0,0,0
486,1988,Graduation,Married,84219.0,0,27,02-02-2014,0,1,3,4,10,1,0,0,0,0,0
4864,1977,Graduation,Married,34380.0,1,68,02-05-2013,0,4,4,1,3,8,0,0,0,0,0
8557,1982,Graduation,Single,,1,57,17-06-2013,0,2,2,0,3,6,0,0,0,0,0
3887,1970,Graduation,Single,27242.0,1,2,11-11-2012,0,2,2,0,3,9,0,0,0,0,0
2995,1957,Master,Together,66636.0,0,64,17-08-2013,0,1,3,4,9,1,0,0,0,0,0
10914,1970,Graduation,Single,24163.0,2,3,12-10-2013,0,2,1,0,3,4,0,0,0,0,0
7426,1971,2n Cycle,Married,54690.0,2,76,07-11-2013,0,3,3,1,5,3,0,0,0,0,0
6431,1964,PhD,Married,45759.0,2,13,,0,2,2,0,3,7,0,0,0,0,0
9120,1962,Graduation,Single,66565.0,1,80,05-12-2012,0,4,4,2,9,8,0,0,0,0,0
946,1958,2n Cycle,Together,26490.0,0,92,22-09-2012,0,2,3,1,5,6,0,0,0,0,0
9140,1960,2n Cycle,Together,50523.0,2,89,25-12-2013,0,2,2,0,4,6,0,0,0,0,0
269,1963,PhD,Single,46757.0,1,71,16-11-2012,0,6,4,4,7,9,0,0,0,0,0
577,1976,2n Cycle,Together,26907.0,2,10,20-08-2013,0,2,1,0,3,7,0,0,0,0,0
7002,1955,Graduation,Single,62535.0,1,13,03-10-2013,0,1,3,2,8,3,0,0,0,0,0
5209,1954,Graduation,Divorced,50002.0,1,21,17-06-2013,0,2,8,2,7,7,0,0,0,0,0
8181,1978,2n Cycle,Single,38593.0,1,42,13-09-2013,0,3,4,1,3,8,0,0,0,0,0
1241,1984,2n Cycle,Married,14796.0,1,1,17-09-2012,0,2,1,0,3,9,0,0,0,0,0
1743,1974,Graduation,Single,69719.0,0,99,26-05-2014,0,1,2,3,5,1,0,0,0,0,0
9596,,PhD,Single,65295.0,0,19,23-12-2013,0,1,3,3,13,2,0,0,0,0,0
6387,1976,PhD,Together,52190.0,2,39,08-05-2014,0,3,2,1,3,5,0,0,1,0,0
1945,1962,Graduation,Married,71434.0,1,4,18-09-2013,0,3,7,4,7,4,1,0,0,1,0
1878,1985,2n Cycle,Married,23148.0,0,83,18-02-2014,0,1,2,0,3,7,0,0,0,0,0
6383,1971,PhD,Together,32892.0,1,78,25-05-2014,0,2,3,0,3,8,0,0,0,0,0
10160,1956,Master,Together,50943.0,1,49,21-06-2013,0,1,1,0,3,5,0,0,0,0,0
13,1947,PhD,Widow,25358.0,1,57,22-07-2013,0,2,1,0,3,6,0,0,0,0,0
531,,PhD,Divorced,57333.0,1,55,22-09-2012,0,11,8,5,9,6,0,0,0,0,0
626,1951,Graduation,Married,32871.0,2,28,09-03-2013,0,1,1,0,3,4,0,0,0,0,0
3334,1951,Graduation,Married,94642.0,0,35,12-02-2014,0,0,5,7,9,1,1,0,0,0,1
3595,1963,Graduation,Together,77226.0,1,29,28-02-2014,0,2,6,8,12,3,0,0,0,0,0
6246,1953,Graduation,Single,73892.0,0,40,13-11-2013,0,1,3,11,8,1,0,0,0,0,0
749,1981,Graduation,Together,42162.0,1,31,19-11-2013,0,2,3,1,3,6,0,0,1,0,0
7042,1983,Graduation,Married,36790.0,0,14,01-03-2013,0,1,2,1,2,9,0,0,0,0,0
7313,1949,2n Cycle,Widow,74859.0,0,63,03-06-2013,0,1,6,5,11,3,1,0,0,0,0
7378,1981,Master,Together,42021.0,1,34,31-08-2012,0,5,10,1,6,9,0,0,1,0,0
10936,1965,Graduation,Married,72190.0,0,79,13-02-2013,0,1,5,6,4,3,0,0,0,0,0
3050,1966,Graduation,Married,54198.0,2,13,17-12-2013,0,6,3,1,6,4,0,0,0,0,0
6616,1975,Graduation,Together,59481.0,1,47,23-10-2013,0,2,3,3,8,2,0,0,0,0,0
3117,1955,Graduation,Single,,1,95,18-10-2013,0,3,6,1,5,7,0,0,0,0,0
3005,1992,Graduation,Single,83528.0,0,7,01-05-2014,0,1,4,10,8,1,1,0,1,0,0
6289,1951,Master,Together,59385.0,2,85,28-04-2013,0,2,3,1,4,5,0,0,0,0,0
5552,1963,Master,Divorced,48721.0,2,50,,0,6,4,2,5,6,0,0,0,0,0
4298,1973,PhD,Together,20427.0,1,63,24-03-2014,0,1,1,0,2,8,0,0,0,0,0
3834,1962,Graduation,Single,69627.0,1,35,17-03-2013,0,2,8,2,11,5,0,0,0,0,0
3830,1953,Master,Married,59354.0,2,59,24-04-2014,0,1,4,4,7,3,0,0,0,0,0
3570,1969,PhD,Together,42731.0,1,64,21-10-2013,0,3,4,1,5,5,0,0,0,0,0
9523,1982,Graduation,Together,40479.0,1,95,17-08-2013,0,1,0,0,3,4,0,0,0,0,0
5585,1972,Graduation,Single,21359.0,1,1,20-04-2013,0,2,2,0,3,8,0,0,0,0,0
7325,1986,PhD,Together,38197.0,1,86,,0,1,1,0,3,5,0,0,0,0,0
6710,,Master,Single,58217.0,3,84,,0,1,2,0,4,6,0,0,0,0,0
6721,1951,Graduation,Married,71965.0,1,21,29-07-2013,0,3,6,3,5,3,0,0,0,0,0
7791,1967,Master,Married,37054.0,2,89,15-09-2013,0,2,1,0,3,7,0,0,0,0,0
10091,1956,Graduation,Single,60230.0,1,78,20-05-2013,0,2,6,3,6,5,0,0,0,0,0
10432,1974,Graduation,Divorced,19346.0,1,26,30-01-2014,0,1,1,0,3,8,0,0,0,0,0
9264,1986,Graduation,Married,79529.0,0,1,27-04-2014,0,1,4,8,9,2,0,0,0,0,0
8314,1982,Graduation,Married,79908.0,0,30,,0,1,5,6,7,2,0,0,0,0,1
4198,1965,Graduation,Together,29672.0,2,6,12-03-2013,0,1,0,0,3,6,0,0,0,0,0
2712,1956,Graduation,Married,71866.0,1,85,25-12-2013,0,1,6,3,10,3,0,0,0,0,0
7349,1973,Basic,Together,9722.0,1,7,02-10-2012,0,4,3,1,3,8,0,0,0,0,0
3641,1976,Graduation,Married,13624.0,1,93,20-01-2013,0,2,2,0,3,6,0,0,0,0,0
6768,1962,Graduation,Divorced,37859.0,3,75,12-01-2013,0,2,1,0,3,8,0,0,0,0,0
8953,1965,Master,Single,35791.0,3,94,06-05-2013,0,2,1,0,3,8,0,0,0,0,0
5748,1965,Graduation,Married,59754.0,1,96,01-12-2012,0,3,5,2,6,5,0,0,0,0,0
7274,1957,Graduation,Married,78618.0,0,87,28-09-2012,0,1,4,7,10,2,0,0,0,1,0
4207,1981,PhD,Married,87171.0,0,27,01-05-2013,0,1,6,7,11,2,0,0,1,0,1
8418,1958,2n Cycle,Single,38741.0,2,60,30-03-2014,0,2,2,0,3,7,0,0,0,0,0
1176,1973,Graduation,Married,26228.0,1,50,22-09-2013,0,1,1,0,2,8,0,0,0,0,0
5991,1949,Master,Married,48150.0,1,24,08-06-2013,0,3,5,1,4,7,0,0,0,0,0
1331,1977,Graduation,Single,35790.0,1,54,02-01-2013,0,2,2,0,3,7,0,0,0,0,0
9291,1959,Master,Married,34242.0,1,25,23-03-2014,0,1,0,0,3,5,0,0,0,0,0
4837,1965,PhD,Married,71322.0,1,57,16-02-2013,0,2,8,5,13,4,0,0,0,0,0
2909,1974,PhD,Married,78128.0,1,89,19-02-2014,0,2,8,4,6,3,0,0,0,1,1
6661,1974,Graduation,Married,67445.0,1,63,12-08-2012,0,5,9,6,12,6,0,0,0,0,0
5177,1974,Master,Married,58494.0,1,56,12-12-2013,0,2,6,2,6,6,0,0,0,0,0
2324,1972,Graduation,Together,77044.0,1,12,27-10-2013,0,2,7,11,11,4,0,0,1,0,0
8159,1968,Graduation,Married,51287.0,2,10,01-04-2014,0,3,4,1,3,7,0,0,0,0,0
1012,1952,Graduation,Single,61823.0,1,26,18-02-2013,0,4,8,2,10,7,0,0,0,0,0
9697,1951,Graduation,Married,53790.0,2,86,06-03-2014,0,3,7,2,8,6,0,0,0,0,0
9336,1969,PhD,Widow,62187.0,1,38,22-03-2014,0,3,6,2,10,4,0,0,0,0,0
2407,1982,Graduation,Married,69109.0,0,10,09-11-2012,0,1,6,6,7,4,0,0,0,0,1
8690,1962,Graduation,Married,86111.0,0,73,19-04-2013,0,1,5,7,10,2,0,0,0,0,0
4138,1962,Graduation,Single,76624.0,1,68,24-05-2014,0,1,5,10,7,1,0,0,1,0,0
